hash,timestamp,input_addresses,input_values,output_addresses,output_values,fee
b11acff5aa950144419c662e30fba0badb460accc220ec30705cb40e3a000f58,1665995142,"['f0e6035f2ebd8125aef8de92390bb4133d', '469a49668ea7a0b748af7ff812740b19a3']","[8.70149829, 8.40499579]","['063c002314c42769dcd4745ab373fdbadc', '6137c8da21e2b596a5c2527ff7f4809d0e', '57dc79b5d846ee6891e70b900a681fbd49', 'f0e6035f2ebd8125aef8de92390bb4133d', '4b37fe631826d132c908b222bb24844244']","[4.9156956, 2.62834039, 2.97090059, 3.048379, 3.38141472]",0.16176378
8f4509bf8505f87d4d7d1a02a55d1176d0f4b8b62088ba746dc995514952e7c6,1666058102,"['57821c9f957e3c8d861b46b6f61b2a0f65', '53c11c8387b4ed4fce0967b08317239def']","[9.11855005, 7.39878455]","['58fd04d6dfc4233503f56aefa520a0c363', '87309855481bdfaedd71f4dbff29ceab67', '63f9f80a4e6fb408230167739b0b61142d', '2e30e81d131f2de44acd87f5ae87f89f0b']","[7.32554659, 3.7953442, 1.64609222, 3.70417076]",0.04618083
9ff5846d9b53f2493e71c1736f242052bfe0a052d8a84a9abf912765e8dc3742,1666091920,"['e7823a422eb566ac80671d684e17a48534', '6a109a5483459f2e36349c02320dc654af', '68a2e49402e529f2b97cee875f27d12a61']","[5.58704273, 9.06160401, 9.10320109]","['d5379a3162d47a6f1de81f06682f9b38d2', '4b37fe631826d132c908b222bb24844244', '63f9f80a4e6fb408230167739b0b61142d', '4b23494c157b8f6a714007f201882e8a32']","[7.61679445, 3.45246959, 1.45956843, 11.18689526]",0.0361201
cf12545efc1572049234ed3551ae49e4de65facf718c3cddda075ffe9fe4e93d,1666184679,"['15ac7f3765ec60a9ea32036a9790c8a449', '6a109a5483459f2e36349c02320dc654af', '6600f41d286b096050b052934fb6ede06d']","[1.70289348, 1.62253413, 9.98685138]",['25b36bac115db3b37f7fc3aa4dce631fe3'],[13.26458625],0.04769274
3353758b3c4e67be17c685e3135a32095c3213a33279456b9d1e01f1003ebf8e,1666196537,"['9b511c4f31439699097e89f1c6e33773a8', 'b2f1bf21d8c2cf0edc34739a9c20c7c314', 'c6f46a8d7a1b9164847192d700cd9047ed']","[2.51104345, 5.59036969, 5.14680024]","['41b0b18b1cdbc8b73d8c087056e33af864', 'fedac584dbf5cc030fc024c1283558ae18', '1ce37b10c54a2bb9ee4e1010871007b1b9']","[6.16891869, 1.5677265, 5.45889219]",0.052676
17a1710e7b07d511994a6f594b567dac02c24cc6a97db86ae7b5bef6cae28075,1666205630,['40dd527ad2e14c2e3e0f88b95ce513e7c3'],[2.96575852],"['64ebf564c12a6b63915a6342c8e7dbb024', '68a2e49402e529f2b97cee875f27d12a61', '15ac7f3765ec60a9ea32036a9790c8a449']","[1.09660291, 0.8126908, 0.83530554]",0.05766982
4496e2a1708e612f070b3dc9563efae5c7f0a05812ebda873a87d78f1846cb81,1666293105,['5718e78ddc5f65b810e00292a6f69f3f43'],[2.3536213],"['53c11c8387b4ed4fce0967b08317239def', '42637b40a51b1ecfac1e88e3cd8e8f27ef', '8a2dd6a8bf6aca1259083fcd55a1b085de']","[1.45346851, 0.87112212, 1.38359657]",0.07430567
d9db2f6c11fa7f807b780acde77795aada3a44a63950454c9acfa541fc5c8330,1666426687,['1a7cd91753ca4e52882b9576f1848b9341'],[52.76705581],['1aa8387be99547dd2f8de117488bee7037'],[50.1668405],0.65158316
358ba69f61da095c5a3c0bda731b5c324ae129261cc09581e8450f1e05ef98eb,1666475902,['bf4680bb0862d1853eee99de3bd469c576'],[3.04935995],"['f7bfbdd41819c8d7762b5de62811b92a23', '9293c0d7a4124b43ce3460a016a622dd68', '466e6ef2593b995224662a73ffa118584b', '41b0b18b1cdbc8b73d8c087056e33af864']","[0.41127944, 0.63517644, 0.60457234, 1.37960845]",0.01872328
21a33f237da0ddc44bda1bbe2c9c6ec53658674fe52c433044db0f440024e8ac,1666522043,['4b37fe631826d132c908b222bb24844244'],[82.19375615],['1aa8387be99547dd2f8de117488bee7037'],[55.16058483],0.15713732
c6f300eb4f647c379eef9fbcf6231b1d0139d79f839bcacee0b607944da3c343,1666574427,['513ce67efc26cb401aada2433d91df8dc6'],[6.30116358],"['33242d9a0d6c07f4fd0585092dc288d38a', '15ac7f3765ec60a9ea32036a9790c8a449', '57821c9f957e3c8d861b46b6f61b2a0f65', 'eb7c978163c0be3286d2f9ad91b72e7ddd', 'b35e6207975232e8bc04ebccc02aabcee9']","[3.03611427, 0.35800248, 0.42858822, 0.74655062, 1.68101126]",0.05089673
78164153159d56d6972e0e79567eb08b28c40cbb1503df054bf92cacf1cb24da,1666607873,['618310393e6719583e61accbb8b3d095f2'],[8.54524153],['8a2dd6a8bf6aca1259083fcd55a1b085de'],[8.48413436],0.06110717
ad72fdc01761fa8c33e175809c503092318744f30742f0a155c3a5571446af17,1666618561,['c64123b4660059261a89312a131f5c974a'],[5.64970716],"['0192ce1c53b9590c3ea64f6f1653d24d69', '204953f0bcb5d1f3257c3a1932225265ec', 'c6f46a8d7a1b9164847192d700cd9047ed']","[1.92075859, 1.32964937, 2.39186669]",0.00743251
1761867a8b621b137945a93c120d597c094f00b4c6bba4893fe4c3b5b8b3f087,1666666239,"['e7823a422eb566ac80671d684e17a48534', '01c3ef7943ceab1f533b84a47a659a7ca3']","[8.32816646, 2.37941081]",['e34925d40f59776c5d371739815d29f666'],[10.68519881],0.02237846
bf9dc991dca4ba669f655d7b40bf856a728f30e26b07ea023451df17dd569356,1666711874,"['fedac584dbf5cc030fc024c1283558ae18', 'edc66288a86874a560b59eb3d8d39d5b0e', '2a25ef22fe8ab9dfb87bc52083e639603b']","[0.92411208, 5.8783848, 6.26178983]","['f5b815022c686bee76cc6b81bba45c339e', '4f70aa43bd89f71e2cded8f7103a9e6536', '00616549f4d24e047419c1d3cab9a2e7c9', 'f7f299f4f5627d077db8c0d82399e47cbe']","[4.53187791, 2.74865259, 1.48247117, 4.17448051]",0.12680453
0c2f63301e96fa61a5929817bbcb91033c4474084f1d2d42da370fb4238f4f9a,1666734816,"['513ce67efc26cb401aada2433d91df8dc6', '4b37fe631826d132c908b222bb24844244', 'e34925d40f59776c5d371739815d29f666']","[7.49378131, 7.38310113, 8.81031888]","['01c3ef7943ceab1f533b84a47a659a7ca3', '1a7cd91753ca4e52882b9576f1848b9341', '57821c9f957e3c8d861b46b6f61b2a0f65']","[8.58624272, 6.01331289, 8.87404061]",0.2136051
63cc06ce576f338c2f4e6c95f251608da091f1376a752c900890dbe1753c7c04,1666761473,"['4fc32d460327110dce173d6f2a3cce1fe0', '87309855481bdfaedd71f4dbff29ceab67']","[2.43240198, 4.75841755]",['40dd527ad2e14c2e3e0f88b95ce513e7c3'],[2.18251371],0.02357266
4ec0019521fc7b63fea51164f71b0fd528a28bd2c1cb35ac9470a5cb9f9d1d4e,1666770962,"['a0eda8720179ffd4f242412599cadb012b', '21ed0ce9c8b33c23665335828ff5978a6a', '86be810244bf1d7841afdbf538c734f05a']","[2.41090586, 4.17543479, 6.90651638]","['26e37e6156a7b52a215995b2b1f61e2937', '4b37fe631826d132c908b222bb24844244']","[2.74760078, 10.6251499]",0.12010635
1348e185bbd64424bebc4111d054a947434df6aed80c874de0752c8c876d0157,1666819648,['c64123b4660059261a89312a131f5c974a'],[2.2622862],"['07379709b32648049da2752090d830c1bb', '5cb67ecf3b63f743e4b925049800a2da73']","[0.33818577, 1.9191707]",0.00492973
0bd0692b6e8d267a6be1d468e3d7174de6246050de18646323a4c477e68f8568,1666946570,"['1898beeb684fae0b8a6c8e760521fcb3be', 'edc66288a86874a560b59eb3d8d39d5b0e']","[4.9631997, 2.02025897]",['40dd527ad2e14c2e3e0f88b95ce513e7c3'],[4.66161733],0.01449732
d97bcdcc7a36bdcb7b9111471509fbe0877990dc4cdc98889439ac42a8fe31b8,1667003726,"['d5379a3162d47a6f1de81f06682f9b38d2', '13192bf1e7d4335371a63f64d8bfa04cce', '64ebf564c12a6b63915a6342c8e7dbb024']","[7.13324006, 3.48080881, 8.10558518]","['e49e26b72f8a021227087e663909e3802a', 'b35e6207975232e8bc04ebccc02aabcee9', 'eb7c978163c0be3286d2f9ad91b72e7ddd', '4b23494c157b8f6a714007f201882e8a32', '21ed0ce9c8b33c23665335828ff5978a6a']","[3.87822512, 2.48305833, 4.51856163, 2.52114369, 5.13181107]",0.18683421
5df4581a8c65164bad80f73813e3d3a2d5f997320775854a49e71e62868aef5d,1667035454,"['2e30e81d131f2de44acd87f5ae87f89f0b', '8b6a7d5536f920666cda39a3cabdc7e722']","[3.63471577, 6.85256553]",['714d933a74a1c045390802a19ba3f5b2ee'],[10.38302754],0.10425376
8bf1ac314f05d892a58e35023a15f68708e735b5984cbd7369657d893315ac7d,1667110285,"['25b36bac115db3b37f7fc3aa4dce631fe3', '1d9ce774cc4b3a48d47740c32320ba1106', '4b37fe631826d132c908b222bb24844244']","[9.04804571, 7.62071148, 3.39628262]","['fdbc30246eb7bbc636d7b57bc54389979f', '50a2f80c864d124ccf368f3e5505b11c5e']","[5.66691047, 14.32510516]",0.07302418
120fe4ce83019f917af2824d9a09ba34308963107ad4eed8ca1252812f557b61,1667115331,['5b6272198d00f0d40cb1b52d786628080c'],[0.00030446],['1d5b65d7e840afcfd23c4d74aca5b322cb'],[0.00052014],1.24e-05
6c0e5638c0e36252b9f3ef0148ff0f0e2fd69f6510ae857ac4435c2cf44e7dc8,1667119735,"['d24a67d9462218fae4672f3534f0ef1a9c', 'f57714a45b39d5a312d236e0512f11782e', '1d9ce774cc4b3a48d47740c32320ba1106']","[8.87219997, 5.41730974, 2.8203244]","['191eed2fc0e6745c87740873d8a27af66a', 'c688e64cc6c9cfe752e777fbfd20f0edfc', 'a34befdebd0038a906d33cdf6be8430099', '01c3ef7943ceab1f533b84a47a659a7ca3', '8f9ff7ea57c5d14eece13c30dfa504e2e2']","[5.84385841, 4.5239862, 2.52995564, 0.817241, 3.22881023]",0.16598263
da7bb86d7a150206091b4ab29a3dfb591556f5758bd1877f967dc1c54b09be6f,1667124808,['771216b25a4852420805da129f1de6a3e5'],[0.00043489],['fe5872185fa9cba28878f806dff7d991b1'],[0.00057631],1.962e-05
5c2a19be18dabe8fba46f96f805d6b84f9b48aa3368388e9ab6897ba674c2cde,1667171022,"['1ce4e884247b237e6f932f4fe4ff30e68a', 'd24a67d9462218fae4672f3534f0ef1a9c']","[1.43992499, 6.23190136]","['6a640b6e18cd110a9a6f70a51c7bb83448', '25b36bac115db3b37f7fc3aa4dce631fe3', '0192ce1c53b9590c3ea64f6f1653d24d69']","[3.61956186, 0.46265644, 3.54986652]",0.03974153
055b3eae201224222bcd2252b0a71859fe50861e3a07c7d3639291e87f9aa2e3,1667237029,"['26e37e6156a7b52a215995b2b1f61e2937', 'bf4680bb0862d1853eee99de3bd469c576']","[3.10188384, 6.0869741]","['31da545c3b644ef18d1536ee7e86f25466', '4b37fe631826d132c908b222bb24844244', '13192bf1e7d4335371a63f64d8bfa04cce', 'd5379a3162d47a6f1de81f06682f9b38d2', '6600f41d286b096050b052934fb6ede06d']","[1.4612362, 3.00015748, 2.30514329, 0.94635483, 1.46006692]",0.01589922
d3c0dce1129d544891a679a9cc19daa8c20d7ca5dfa0eb36977fae38a5dccbcc,1667254240,['204953f0bcb5d1f3257c3a1932225265ec'],[2.6201663],"['5cb67ecf3b63f743e4b925049800a2da73', '4a32ecc1f191e2628ea52a1075d0a5fee4', '42637b40a51b1ecfac1e88e3cd8e8f27ef']","[0.37451277, 0.67003581, 1.56153945]",0.01407827
4b2bb78cd1c03d92f667255757e82450f7622c391e9733b3dda50829dde14765,1667309616,"['0fa651b189e813b9717081db7ddc066734', '191eed2fc0e6745c87740873d8a27af66a']","[9.85022796, 6.00514098]",['33242d9a0d6c07f4fd0585092dc288d38a'],[15.79623947],0.05912947
e381aad3d138224e7b9e4f7fddc817dbd367b8aa0f33019199bb006b0ae5c8ab,1667320415,"['839cd16f9859ded0fcb393c34e20a2a717', '87309855481bdfaedd71f4dbff29ceab67']","[4.93090045, 7.23629794]",['204953f0bcb5d1f3257c3a1932225265ec'],[12.05593848],0.11125991
2eff4f98b5d6c8863e977c1c38ea55bdf93713fffc608c2a5d877058b0b908f7,1667401908,"['469a49668ea7a0b748af7ff812740b19a3', 'fe5872185fa9cba28878f806dff7d991b1']","[8.13428295, 9.55239874]","['5dde0eb7987d5b618a28b82e3855f58ed5', '41b0b18b1cdbc8b73d8c087056e33af864', '15ac7f3765ec60a9ea32036a9790c8a449']","[5.78099437, 3.33142366, 8.46797921]",0.10628445
ed186b29bd78bd7ac9abb4612767e6511a3d77d0f97cbb94c013c8ddfd87f356,1667426019,"['57dc79b5d846ee6891e70b900a681fbd49', 'b2f1bf21d8c2cf0edc34739a9c20c7c314', '25b36bac115db3b37f7fc3aa4dce631fe3']","[5.68674647, 7.05788807, 2.7206684]","['d2f51e246c47624985c6d13d3845926fb9', '8a2dd6a8bf6aca1259083fcd55a1b085de', '90cfb34f6424e918365dc2b8a377a2e912', 'f57714a45b39d5a312d236e0512f11782e']","[6.07948042, 3.44595404, 2.67727513, 3.12800696]",0.13458639
c70bc345372aa6374a49454bae58de2c28b85f8fd28521cddb584fcfbf29291a,1667442133,['8b6a7d5536f920666cda39a3cabdc7e722'],[1.65200605],"['0fa651b189e813b9717081db7ddc066734', 'b2f1bf21d8c2cf0edc34739a9c20c7c314', 'fedac584dbf5cc030fc024c1283558ae18', '07379709b32648049da2752090d830c1bb']","[0.69539681, 0.44806375, 0.1900199, 0.30546062]",0.01306497
295b7616e7fff436e5baee849fc905dcc13709833e44cdce3702a0dc606eeb72,1667442919,"['9293c0d7a4124b43ce3460a016a622dd68', '4d6a36cd44d977a6a3c9ff68c2d94bbe1f']","[6.36740363, 0.93516025]","['25b36bac115db3b37f7fc3aa4dce631fe3', '6600f41d286b096050b052934fb6ede06d', 'd24a67d9462218fae4672f3534f0ef1a9c', '877b1c8bec92d5b567c7de412ec7669f64']","[1.98504127, 2.07286722, 0.99594665, 2.17959678]",0.06911196
8c7ec08b3827ac08a8232c898e1d5a2c0fe1b1464f5efafbcc8c326e6616877c,1667469781,"['13192bf1e7d4335371a63f64d8bfa04cce', '293cdd5e9dbddb1c2b6d3aa86eca72ff1c']","[4.34390896, 6.74927496]","['839cd16f9859ded0fcb393c34e20a2a717', '1d5b65d7e840afcfd23c4d74aca5b322cb', '6600f41d286b096050b052934fb6ede06d', '87309855481bdfaedd71f4dbff29ceab67', 'edc66288a86874a560b59eb3d8d39d5b0e']","[3.18313389, 3.041889, 1.54380304, 1.44964622, 1.81186206]",0.06284971
e60a7ad3ff20970a5bc87334c15a4db267bb684261d5d999c01f8b2a78fb9e6f,1667515579,"['f0e6035f2ebd8125aef8de92390bb4133d', '00616549f4d24e047419c1d3cab9a2e7c9']","[3.5349797, 2.94420927]",['83ffdcd06c234cd44863f2b51aa6975068'],[2.3230741],0.07963097
36f0829a05ae71761ea36c0c492e4fa5ddac24340606b82ef8d8ec41d4528f85,1667541350,['40dd527ad2e14c2e3e0f88b95ce513e7c3'],[2.63119063],"['64ebf564c12a6b63915a6342c8e7dbb024', '204953f0bcb5d1f3257c3a1932225265ec', '1ce37b10c54a2bb9ee4e1010871007b1b9']","[1.49595366, 0.79641957, 1.42632006]",0.03936802
6fcb0fa7d4c4a86b9877a51006d3f9f21ae68679d2f9a85893ec181efedfa1d1,1667546813,['40dd527ad2e14c2e3e0f88b95ce513e7c3'],[3.04194286],"['c6f46a8d7a1b9164847192d700cd9047ed', 'c64123b4660059261a89312a131f5c974a', '13192bf1e7d4335371a63f64d8bfa04cce']","[1.02985016, 1.38665172, 1.0544082]",0.06601112
532f7512726459fd54cc4eb63e7baa47d9643ae24a57997b1be9db33e842d9a4,1667578564,"['00616549f4d24e047419c1d3cab9a2e7c9', 'f09de5b50a96669a8b0bc049eae87dc5c7', '618310393e6719583e61accbb8b3d095f2']","[4.67014002, 2.1861482, 1.26708184]","['87309855481bdfaedd71f4dbff29ceab67', '64ebf564c12a6b63915a6342c8e7dbb024']","[1.99046329, 6.1196211]",0.01328567
e3d697c9e331d6cc1c01ed2fe2509074ecc098d4e8f8618c642059d8fdee98ae,1667608251,['839cd16f9859ded0fcb393c34e20a2a717'],[54.48569753],['51e2b648a7a3a4144940f5ccc839ac5736'],[68.95576801],0.13609433
e829ee52aa3c17acc9e887d848e53916d524e31f6a875e68acc2bee365603803,1667674307,"['2a25ef22fe8ab9dfb87bc52083e639603b', '8f9ff7ea57c5d14eece13c30dfa504e2e2']","[4.76494108, 5.09118382]","['f5b815022c686bee76cc6b81bba45c339e', 'bf4680bb0862d1853eee99de3bd469c576', '1f270ce14af33fdd3b524d8018e7066642', 'fc4d038805914452f1832e9c15614afd5f']","[4.22995444, 1.76257085, 1.30660634, 2.53655851]",0.02043476
2372441b13dfdf7dfbf78afe04c80fca41fd238d30f758c6cf2e4a0d7b0bac4e,1667700253,['21ed0ce9c8b33c23665335828ff5978a6a'],[2.59997284],"['58fd04d6dfc4233503f56aefa520a0c363', 'f0e6035f2ebd8125aef8de92390bb4133d', '63f9f80a4e6fb408230167739b0b61142d', 'b35e6207975232e8bc04ebccc02aabcee9']","[0.54709876, 0.79946727, 0.52147805, 0.71166227]",0.02026649
32cd6bb84fbfdc86babc30bf234de1ccc694db1b325d6565c3e3c6f54cead936,1667700344,"['575fefd9897d1f6ecfabd336768801dfb2', 'd24a67d9462218fae4672f3534f0ef1a9c']","[2.77983841, 2.40615033]",['83ffdcd06c234cd44863f2b51aa6975068'],[9.15357898],0.06604835
d346d957a712950c8abb58056f5e4e13b02db09115371ca8776f7940a5bce57f,1667725136,['31da545c3b644ef18d1536ee7e86f25466'],[6.68210534],['618310393e6719583e61accbb8b3d095f2'],[6.65943375],0.02267159
28eb8950de31084b92a6526b9c206bde114c7b6410e40c911507f1293b6310b4,1667771829,"['f0e6035f2ebd8125aef8de92390bb4133d', '50a2f80c864d124ccf368f3e5505b11c5e']","[5.62866508, 1.18865668]","['191eed2fc0e6745c87740873d8a27af66a', '8b6a7d5536f920666cda39a3cabdc7e722', '1d5b65d7e840afcfd23c4d74aca5b322cb', '07379709b32648049da2752090d830c1bb', '839cd16f9859ded0fcb393c34e20a2a717']","[2.50214774, 1.00363252, 0.61562505, 0.59908364, 2.0565808]",0.04025201
2184356f7689f7c9a3d0c25ce89a9f3687913bfa33a65644a522ee720d83748f,1667776033,['e34925d40f59776c5d371739815d29f666'],[4.2063849],"['575fefd9897d1f6ecfabd336768801dfb2', '2e30e81d131f2de44acd87f5ae87f89f0b', '4b37fe631826d132c908b222bb24844244', '9b511c4f31439699097e89f1c6e33773a8', '4b23494c157b8f6a714007f201882e8a32']","[1.85492311, 0.94651604, 0.44841608, 0.22058298, 0.71497597]",0.02097072
49ea5d6e7435bdf94e6048d29e57e317fb87b85ae87f3dd81073ac094c07517e,1667784017,['204953f0bcb5d1f3257c3a1932225265ec'],[5.51449272],"['b35e6207975232e8bc04ebccc02aabcee9', 'f5b815022c686bee76cc6b81bba45c339e']","[0.5911438, 4.89368792]",0.029661
df4b25b0bfc789ddf0fb4d3180bad63a4ae012b6d5de498e718bb0b09a326ae0,1667811248,['21ed0ce9c8b33c23665335828ff5978a6a'],[55.2346496],['1aa8387be99547dd2f8de117488bee7037'],[85.14214042],0.4937331
480e74c0062970f868df30f1fef172566aa8bd5dd79a9d0c5136c4fab305be95,1667812542,"['31da545c3b644ef18d1536ee7e86f25466', 'a34befdebd0038a906d33cdf6be8430099']","[2.10747998, 1.50419493]",['83ffdcd06c234cd44863f2b51aa6975068'],[2.6250999],0.08285938
7c0cb292e9ca6d888dc90db223303902a0210d0115a2398b21d95435b926dd74,1667813938,['40dd527ad2e14c2e3e0f88b95ce513e7c3'],[1.24680299],"['e49e26b72f8a021227087e663909e3802a', '5dde0eb7987d5b618a28b82e3855f58ed5', '4b23494c157b8f6a714007f201882e8a32']","[0.93613303, 0.41213218, 0.73524961]",0.02098656
9637fca3432938474381443cc797a0a15be8e74dbda219c215738ccf7657160d,1667843280,['fdbc30246eb7bbc636d7b57bc54389979f'],[2.7635555],"['728aaacee6a67e65a0e83b092e1288f43c', '469a49668ea7a0b748af7ff812740b19a3', '31da545c3b644ef18d1536ee7e86f25466']","[1.02551275, 0.562847, 1.15991508]",0.01528067
ebf0fd9facb7a8571bdb61535b130fac093aa340f8b9894cd27e72e12d9fc902,1667877578,"['e49e26b72f8a021227087e663909e3802a', '15ac7f3765ec60a9ea32036a9790c8a449', '1f270ce14af33fdd3b524d8018e7066642']","[3.23407004, 2.35758735, 5.22225884]","['f5b815022c686bee76cc6b81bba45c339e', '57821c9f957e3c8d861b46b6f61b2a0f65']","[3.22551953, 7.56313383]",0.02526287
62653a49ca71c9663a4656acda5cc385edb5170b78ad7ba943a19483461cdbf5,1667928690,['40dd527ad2e14c2e3e0f88b95ce513e7c3'],[1.80869901],"['f5b815022c686bee76cc6b81bba45c339e', 'f356066644ebb4c59e80cecc2698bbec79', 'd5379a3162d47a6f1de81f06682f9b38d2']","[0.34166263, 0.85622875, 0.51876409]",0.05407743
fa4cfde92ff5d5cfee49c3b258c76b5225a17bf95d2c5d6f906efaff8622d5dd,1667980731,['13192bf1e7d4335371a63f64d8bfa04cce'],[3.69309806],"['42637b40a51b1ecfac1e88e3cd8e8f27ef', '12baa8ceb4b8d6139d5959b0e7ed40f677', '4d6a36cd44d977a6a3c9ff68c2d94bbe1f', '63f9f80a4e6fb408230167739b0b61142d']","[0.98925731, 1.07129762, 0.39798553, 1.21909233]",0.01546527
f49d3e847deb50e2a87f41706659b9c1ea91de8e41d9104ab0633546daedc584,1667984529,['5b6272198d00f0d40cb1b52d786628080c'],[0.00044402],['1ce37b10c54a2bb9ee4e1010871007b1b9'],[0.00074035],9.674e-05
1fc84c153a3eadaae5db19f5ffa9c4c29252a09c04788caefb5e71a4023f2fce,1668111365,"['13192bf1e7d4335371a63f64d8bfa04cce', '2a25ef22fe8ab9dfb87bc52083e639603b']","[1.19937478, 4.64031824]",['40dd527ad2e14c2e3e0f88b95ce513e7c3'],[4.02292588],0.08031178
7e94bb62c0edff6581944c479c2fa198b173033498b42dc2119bc1b3db36100c,1668121002,['83ffdcd06c234cd44863f2b51aa6975068'],[4.56174116],"['1f270ce14af33fdd3b524d8018e7066642', 'e49e26b72f8a021227087e663909e3802a', '50a2f80c864d124ccf368f3e5505b11c5e']","[0.56258503, 1.36756861, 1.21348253]",0.04801307
d0f11a3d16b7ce29339e00696a5897cd71eba1dbc44e4d488a6afef1af7dc5ee,1668261832,"['b2f1bf21d8c2cf0edc34739a9c20c7c314', 'f0e6035f2ebd8125aef8de92390bb4133d']","[2.64656916, 4.86487327]",['83ffdcd06c234cd44863f2b51aa6975068'],[1.9589012],0.09889033
2396c2bbe45c9f913e0e709d697a9f2b1d4658044f57b5bb1d9b0bcad0d4694b,1668278089,['eb7c978163c0be3286d2f9ad91b72e7ddd'],[2.23990222],"['58fd04d6dfc4233503f56aefa520a0c363', '8f9ff7ea57c5d14eece13c30dfa504e2e2', '2a25ef22fe8ab9dfb87bc52083e639603b', '191eed2fc0e6745c87740873d8a27af66a', '877b1c8bec92d5b567c7de412ec7669f64']","[0.50408749, 0.22533068, 0.70493506, 0.11367454, 0.67125994]",0.02061451
a5651f3ba12ca9399d9f3a83dbd604473c0ae51cdcc7d0f97e63cf9f1a2ea0e9,1668335486,['4d6a36cd44d977a6a3c9ff68c2d94bbe1f'],[91.46609994],['1aa8387be99547dd2f8de117488bee7037'],[90.79065091],0.78725796
408ea794b8fe3c1cf4ecfc35ce336309785786771f10ef054205e4eda7574cb0,1668344675,['5718e78ddc5f65b810e00292a6f69f3f43'],[2.24023111],"['1f270ce14af33fdd3b524d8018e7066642', '41b0b18b1cdbc8b73d8c087056e33af864', '57dc79b5d846ee6891e70b900a681fbd49']","[0.51957561, 0.97523988, 0.64703476]",0.04399777
991c980ccaf5d74a8342f114acd528499578d889aa4955e35c7532ea7b485e63,1668441473,['f356066644ebb4c59e80cecc2698bbec79'],[5.45841583],"['26e37e6156a7b52a215995b2b1f61e2937', 'c6f46a8d7a1b9164847192d700cd9047ed', '063c002314c42769dcd4745ab373fdbadc']","[2.2970828, 1.35700764, 1.76097576]",0.04334963
6b762d1391d421a747412abc38ca734c9fc4e92944cd45d0c1b93b0280b0b0b8,1668452139,"['e49e26b72f8a021227087e663909e3802a', '1d9ce774cc4b3a48d47740c32320ba1106', 'c688e64cc6c9cfe752e777fbfd20f0edfc']","[0.42969317, 6.9444225, 6.00152149]","['469a49668ea7a0b748af7ff812740b19a3', 'd24a67d9462218fae4672f3534f0ef1a9c', '877b1c8bec92d5b567c7de412ec7669f64']","[3.82048374, 2.68685834, 6.80209801]",0.06619707
eb8d977b328d4a2644ec2672e461062534a45d1cd06fa4003f80485fc2030f0c,1668553587,"['f7bfbdd41819c8d7762b5de62811b92a23', '33242d9a0d6c07f4fd0585092dc288d38a']","[3.31279304, 1.62540502]",['5718e78ddc5f65b810e00292a6f69f3f43'],[3.4438345],0.02155584
6eb5903faf3e7fa8e4e2b4bfb19f7cd4974f51ebbcbbbae553688abdeceab178,1668567067,['83ffdcd06c234cd44863f2b51aa6975068'],[2.05038592],"['c165a91581c7a5438be7d75e37efd69c08', '57821c9f957e3c8d861b46b6f61b2a0f65', 'd2f51e246c47624985c6d13d3845926fb9']","[0.79003453, 0.62258917, 0.86698759]",0.09710572
22cb7ddcfc03b2ea1c27e08accdaa95004e19d3d978e0c21deb05b90cc18469c,1668568841,['771216b25a4852420805da129f1de6a3e5'],[0.00055725],['e6827d8e95c302c654e4cd164885ed1db3'],[0.00069114],6.424e-05
4a2c6a432d086366a6cd8ac51be5982b98902138b18d365e274901dbdf17a917,1668651480,"['64ebf564c12a6b63915a6342c8e7dbb024', 'eb7c978163c0be3286d2f9ad91b72e7ddd']","[1.56869689, 3.32870673]","['5cb67ecf3b63f743e4b925049800a2da73', '58fd04d6dfc4233503f56aefa520a0c363']","[0.70077754, 4.18972666]",0.00689942
a460a494df4294f8f53c45c5168430ca7e9ed1a914f282a57bedb70417145ec2,1668660385,"['6137c8da21e2b596a5c2527ff7f4809d0e', '469a49668ea7a0b748af7ff812740b19a3']","[8.70782868, 6.12512565]","['87309855481bdfaedd71f4dbff29ceab67', 'e34925d40f59776c5d371739815d29f666', 'c6f46a8d7a1b9164847192d700cd9047ed', '8b6a7d5536f920666cda39a3cabdc7e722']","[2.19288182, 2.40141423, 4.98978965, 5.21943123]",0.0294374
ad5fea48a9b6c1f248331c106ee98478ebabfc6a42e88fac9450a93b86cd088c,1668689878,"['4b23494c157b8f6a714007f201882e8a32', 'f7f299f4f5627d077db8c0d82399e47cbe']","[4.73830303, 4.05493598]",['5718e78ddc5f65b810e00292a6f69f3f43'],[8.88706164],0.09534421
0edb93f7bb3ab6ceb62d6aa2203abc123dc5079ae2d570d5469ed072d7b26c52,1668693331,['728aaacee6a67e65a0e83b092e1288f43c'],[88.30331443],['3c3a1fbb8381fe2302cfbbafec71971f69'],[88.56944113],0.88313736
ba552dc06c5afd8930ebf692d433d347d4f49d02417a4e95a66cce23280ce722,1668800104,"['4fc32d460327110dce173d6f2a3cce1fe0', 'c816c976cc4e32fe16f3356407338a4e37', '25b36bac115db3b37f7fc3aa4dce631fe3']","[8.63729073, 9.50145353, 1.62940996]","['1ce37b10c54a2bb9ee4e1010871007b1b9', 'eb7c978163c0be3286d2f9ad91b72e7ddd', 'c64123b4660059261a89312a131f5c974a', '191eed2fc0e6745c87740873d8a27af66a', 'fedac584dbf5cc030fc024c1283558ae18']","[4.77647313, 6.95762681, 3.48444018, 1.83773581, 2.54235717]",0.16952112
